birth_year,generation,country,education_level,occupation,employment_status,monthly_income_eur,age_first_job,months_to_first_job,housing_status,job_satisfaction,life_satisfaction,economic_anxiety
1980,Gen X,Spain,Medium,Healthcare,Employed,3035.0,19,16,Own,9,2,10
1964,Baby Boomer,Czechia,Medium,IT,Employed,1921.0,18,33,Rent,8,10,9
1962,Baby Boomer,Italy,Medium,Finance,Employed,188.0,21,12,Rent,4,1,10
1982,Millennial,Netherlands,Low,Healthcare,Employed,3641.0,20,33,Own,7,10,10
1947,Baby Boomer,Germany,High,Education,Employed,1666.0,27,14,Rent,3,8,6
1967,Gen X,France,High,Unemployed,Employed,2846.0,18,21,Rent,9,8,8
1976,Gen X,Sweden,High,Healthcare,Employed,2310.0,24,3,With parents,2,6,5
1989,Millennial,Sweden,Medium,Retail,Inactive,3216.0,27,22,Own,6,2,10
2003,Gen Z,Sweden,High,Construction,Employed,2154.0,23,12,With parents,5,3,2
1960,Baby Boomer,Spain,Low,Healthcare,Employed,2262.0,18,7,With parents,4,9,10
2003,Gen Z,Netherlands,Medium,IT,Employed,2362.0,25,0,With parents,2,7,9
1949,Baby Boomer,Czechia,Medium,Education,Employed,2576.0,20,16,Own,9,5,5
1948,Baby Boomer,Czechia,High,Unemployed,Employed,1088.0,20,16,Rent,5,5,4
1965,Gen X,Netherlands,High,Unemployed,Employed,3888.0,20,7,Own,1,7,8
1984,Millennial,Italy,High,Education,Employed,2136.0,23,2,Rent,5,1,2
1995,Millennial,Germany,High,Healthcare,Employed,2718.0,18,28,Own,7,1,7
1958,Baby Boomer,Poland,High,IT,Employed,3564.0,18,21,Rent,3,3,3
1983,Millennial,Netherlands,Low,Unemployed,Employed,2193.0,23,1,With parents,7,9,6
1975,Gen X,France,High,Education,Employed,1304.0,24,1,With parents,6,8,2
1958,Baby Boomer,Italy,Medium,Finance,Employed,1275.0,20,16,Rent,7,3,3
1950,Baby Boomer,Netherlands,Medium,Healthcare,Employed,1795.0,25,8,With parents,9,8,10
1956,Baby Boomer,Netherlands,Low,Healthcare,Employed,2500.0,23,32,Own,2,4,7
1960,Baby Boomer,Italy,Medium,Construction,Employed,2594.0,29,28,Own,2,7,1
1961,Baby Boomer,Italy,Medium,Unemployed,Unemployed,3217.0,20,28,Own,1,2,7
1989,Millennial,Spain,Medium,Unemployed,Inactive,817.0,27,5,Rent,2,5,7
1967,Gen X,Netherlands,Medium,Unemployed,Employed,2400.0,19,5,Rent,3,5,9
1958,Baby Boomer,Poland,High,Healthcare,Employed,2754.0,17,0,Own,7,5,5
1951,Baby Boomer,France,High,Education,Employed,2720.0,26,15,Rent,3,9,8
1990,Millennial,Germany,Medium,Manufacturing,Employed,25.0,29,10,Own,8,9,3
1976,Gen X,Germany,Medium,IT,Employed,1865.0,28,21,With parents,3,2,1
1959,Baby Boomer,Poland,Low,Retail,Employed,2932.0,29,33,With parents,2,10,2
1988,Millennial,Czechia,Medium,Retail,Unemployed,1469.0,19,0,With parents,10,9,5
1961,Baby Boomer,Italy,Low,Unemployed,Employed,1132.0,17,12,Own,10,1,10
1985,Millennial,Italy,High,IT,Inactive,2708.0,22,27,Rent,4,5,9
1998,Gen Z,Czechia,Medium,Manufacturing,Employed,2469.0,22,12,Own,4,10,4
1991,Millennial,Italy,Low,Construction,Employed,2407.0,24,29,Own,5,1,7
1988,Millennial,Czechia,Medium,Construction,Employed,1618.0,27,35,Own,5,3,10
1978,Gen X,Netherlands,Medium,Construction,Employed,1017.0,19,3,With parents,3,10,7
1949,Baby Boomer,Czechia,Medium,Construction,Inactive,3054.0,20,13,With parents,1,6,1
1989,Millennial,Italy,Low,IT,Employed,5204.0,26,35,With parents,8,10,2
1971,Gen X,Italy,High,Healthcare,Employed,742.0,19,22,Own,10,9,8
1996,Millennial,Netherlands,Medium,Finance,Employed,3118.0,19,4,Rent,2,4,4
1967,Gen X,Czechia,Low,IT,Employed,2046.0,20,14,Rent,5,2,8
1984,Millennial,Netherlands,Low,IT,Employed,2485.0,18,22,Rent,2,5,8
2003,Gen Z,Poland,Medium,Finance,Employed,2146.0,29,7,Rent,6,1,7
1958,Baby Boomer,Spain,Low,Education,Employed,4176.0,24,10,Rent,7,10,2
1959,Baby Boomer,Netherlands,Low,Retail,Inactive,1478.0,29,6,Rent,7,7,6
1987,Millennial,France,Medium,Unemployed,Employed,1659.0,22,22,Own,1,2,1
1977,Gen X,Italy,Medium,Retail,Employed,2269.0,16,26,With parents,9,8,5
1997,Gen Z,Spain,Low,Unemployed,Employed,2711.0,16,30,Rent,1,9,4
1975,Gen X,Germany,Medium,Healthcare,Unemployed,3401.0,16,1,With parents,8,2,10
1979,Gen X,Poland,Medium,Finance,Employed,2642.0,18,30,Own,1,2,2
1961,Baby Boomer,Czechia,Low,Construction,Inactive,2403.0,24,7,Rent,3,10,5
1972,Gen X,Spain,Medium,Construction,Employed,1802.0,28,0,With parents,10,9,1
1963,Baby Boomer,Netherlands,Low,Healthcare,Employed,2661.0,28,24,Own,4,8,3
1990,Millennial,Italy,Low,Education,Employed,1558.0,23,16,Own,9,7,7
1998,Gen Z,Italy,Medium,Healthcare,Inactive,2382.0,28,29,Rent,8,1,4
1967,Gen X,Italy,Low,Finance,Employed,2004.0,24,23,With parents,5,9,7
1976,Gen X,Spain,Low,Finance,Employed,1316.0,20,30,Rent,4,4,7
1984,Millennial,Italy,Medium,Manufacturing,Employed,3603.0,22,12,Rent,10,6,6
1957,Baby Boomer,Netherlands,High,Education,Employed,1318.0,28,14,Rent,9,2,3
2003,Gen Z,Czechia,High,Finance,Employed,1845.0,25,25,Rent,1,5,10
1964,Baby Boomer,Spain,High,Finance,Unemployed,774.0,24,31,Own,6,1,8
1979,Gen X,Italy,High,Education,Inactive,2049.0,20,34,Own,8,5,10
1949,Baby Boomer,Germany,High,Construction,Inactive,2590.0,23,15,Own,7,8,4
1953,Baby Boomer,Germany,High,IT,Employed,1384.0,23,8,With parents,8,5,2
1973,Gen X,France,Medium,Construction,Employed,563.0,29,18,Rent,3,7,2
1950,Baby Boomer,Italy,Medium,IT,Employed,1862.0,18,2,Own,5,8,1
1969,Gen X,Italy,Low,Manufacturing,Employed,2059.0,20,25,Own,1,1,1
1975,Gen X,Spain,Medium,Construction,Unemployed,1988.0,23,7,Own,8,8,1
1966,Gen X,Spain,High,Finance,Employed,3627.0,25,5,Own,2,1,9
1946,Baby Boomer,Sweden,Medium,Education,Inactive,2501.0,18,4,Own,10,8,3
1989,Millennial,Czechia,High,Education,Unemployed,2431.0,18,20,With parents,3,10,7
1949,Baby Boomer,Italy,Medium,Unemployed,Employed,2497.0,21,26,With parents,10,2,5
2004,Gen Z,France,Medium,IT,Employed,2491.0,22,7,With parents,2,4,7
1971,Gen X,Czechia,Medium,Construction,Employed,1801.0,22,21,Rent,1,1,7
1969,Gen X,Italy,Medium,Retail,Employed,1358.0,21,22,With parents,2,1,6
1952,Baby Boomer,Czechia,Medium,Retail,Employed,4424.0,22,24,With parents,10,4,5
1999,Gen Z,Netherlands,High,Finance,Inactive,2068.0,29,6,Rent,2,4,9
1945,Baby Boomer,Spain,High,IT,Employed,2219.0,22,13,With parents,6,4,7
1964,Baby Boomer,Italy,High,Finance,Employed,2241.0,19,28,With parents,4,8,1
1988,Millennial,Czechia,Low,Healthcare,Unemployed,1519.0,23,16,With parents,10,4,8
1967,Gen X,Spain,High,Education,Unemployed,2361.0,23,5,Own,4,5,2
1976,Gen X,Italy,Medium,Construction,Unemployed,1049.0,17,31,Own,1,10,5
1955,Baby Boomer,Poland,Medium,Construction,Employed,2844.0,25,18,Rent,10,2,3
1983,Millennial,Spain,High,Finance,Employed,1969.0,20,26,Rent,2,10,5
1991,Millennial,Czechia,Medium,Manufacturing,Employed,3215.0,17,29,Rent,3,10,10
1998,Gen Z,France,Low,Construction,Employed,2666.0,18,32,Rent,9,9,10
1968,Gen X,Poland,Medium,Retail,Employed,2554.0,18,10,Rent,5,7,8
1955,Baby Boomer,Netherlands,High,Finance,Employed,1486.0,20,9,Own,4,1,10
1973,Gen X,Italy,Medium,Healthcare,Inactive,2263.0,23,28,Own,10,4,1
1998,Gen Z,Sweden,Medium,Education,Employed,2880.0,18,21,With parents,3,7,8
1970,Gen X,Netherlands,Medium,Unemployed,Employed,2305.0,22,19,With parents,10,9,2
1960,Baby Boomer,Spain,High,Construction,Employed,978.0,20,18,Own,1,4,4
1979,Gen X,Poland,High,Unemployed,Employed,3087.0,29,23,Own,1,7,6
1964,Baby Boomer,Netherlands,Medium,Healthcare,Employed,2880.0,27,27,With parents,10,8,8
1990,Millennial,France,Low,Unemployed,Employed,849.0,25,1,With parents,8,8,6
1947,Baby Boomer,Sweden,Medium,Finance,Inactive,2313.0,25,17,Rent,10,3,3
1945,Baby Boomer,Spain,Medium,Education,Employed,2934.0,25,17,With parents,9,5,4
2002,Gen Z,Poland,High,Education,Employed,1660.0,19,1,Own,3,7,2
1997,Gen Z,Netherlands,Low,IT,Employed,1007.0,17,22,Rent,9,6,9
1991,Millennial,Poland,Medium,IT,Employed,1233.0,21,14,Rent,8,8,9
1945,Baby Boomer,Poland,High,Unemployed,Inactive,2102.0,19,24,Rent,1,2,7
1961,Baby Boomer,Netherlands,Medium,Manufacturing,Employed,3038.0,19,17,Rent,6,8,10
1946,Baby Boomer,Germany,High,Manufacturing,Employed,1221.0,20,20,Own,9,10,5
1973,Gen X,Italy,High,Construction,Employed,1228.0,29,31,Own,4,9,3
1964,Baby Boomer,Czechia,High,Unemployed,Unemployed,1927.0,24,18,With parents,9,3,1
1950,Baby Boomer,Spain,Medium,Healthcare,Employed,2819.0,16,17,With parents,2,5,6
1952,Baby Boomer,Spain,Medium,IT,Employed,3778.0,20,23,Own,10,8,4
1973,Gen X,Sweden,High,Education,Employed,2279.0,20,29,Own,9,5,2
1992,Millennial,Sweden,Medium,IT,Inactive,1593.0,28,28,With parents,1,2,10
1995,Millennial,Sweden,Low,Unemployed,Unemployed,1483.0,17,20,Own,4,10,7
1977,Gen X,Spain,Medium,Education,Employed,3435.0,18,20,Own,5,4,2
1947,Baby Boomer,Poland,Medium,IT,Unemployed,1063.0,28,1,Rent,2,10,2
2004,Gen Z,Sweden,High,Education,Employed,2374.0,19,0,Own,6,9,8
1979,Gen X,Netherlands,Low,Unemployed,Employed,3386.0,16,21,Rent,8,9,8
1949,Baby Boomer,Italy,Low,Healthcare,Employed,2058.0,25,18,Own,2,10,8
1971,Gen X,France,High,IT,Unemployed,1227.0,29,18,With parents,9,8,4
1988,Millennial,Spain,High,Retail,Employed,2676.0,18,1,Own,2,6,7
1956,Baby Boomer,Netherlands,Medium,Retail,Unemployed,2294.0,16,28,Own,1,5,8
1964,Baby Boomer,Italy,Medium,Education,Employed,2623.0,16,22,With parents,6,5,9
1989,Millennial,Italy,Medium,Healthcare,Unemployed,2721.0,24,26,With parents,5,1,2
1964,Baby Boomer,Germany,Medium,Education,Employed,2666.0,19,22,With parents,10,7,10
1953,Baby Boomer,Czechia,High,Healthcare,Employed,2466.0,19,27,Own,3,5,7
1983,Millennial,Netherlands,Low,Unemployed,Employed,2809.0,19,27,With parents,3,3,4
1948,Baby Boomer,Spain,Low,Manufacturing,Employed,3414.0,26,4,Own,8,5,10
1995,Millennial,Sweden,Low,IT,Employed,1495.0,24,17,With parents,4,1,3
1998,Gen Z,Poland,Medium,Healthcare,Employed,1961.0,28,29,Own,1,4,6
1963,Baby Boomer,Sweden,Low,Unemployed,Inactive,2914.0,26,23,With parents,4,10,6
1982,Millennial,Italy,Low,Education,Employed,2134.0,27,15,With parents,6,2,8
1971,Gen X,Italy,High,Construction,Employed,1063.0,23,28,Rent,2,4,6
1989,Millennial,France,Low,Construction,Employed,2500.0,19,29,Own,7,4,10
1987,Millennial,Sweden,High,Manufacturing,Employed,1758.0,27,24,With parents,1,8,1
1957,Baby Boomer,Czechia,Medium,Construction,Employed,4108.0,21,0,Own,10,7,5
1957,Baby Boomer,Czechia,Medium,Education,Unemployed,3094.0,17,30,With parents,9,1,7
2004,Gen Z,Germany,Low,Retail,Employed,3244.0,21,30,Own,2,3,3
2001,Gen Z,Czechia,Low,Retail,Unemployed,2238.0,16,32,Own,9,8,10
1966,Gen X,Italy,Medium,IT,Employed,2479.0,20,11,Own,1,3,9
1972,Gen X,Italy,Medium,Finance,Inactive,1892.0,23,24,Rent,4,6,3
1996,Millennial,Czechia,High,IT,Employed,1446.0,16,22,Own,5,10,10
1991,Millennial,Poland,High,Construction,Employed,1379.0,26,27,With parents,8,10,6
1997,Gen Z,Poland,Medium,Manufacturing,Employed,4123.0,17,32,Rent,5,2,2
1989,Millennial,Czechia,Medium,Construction,Inactive,2557.0,18,25,Own,1,2,4
1966,Gen X,France,High,Retail,Employed,1010.0,22,23,With parents,1,3,2
1987,Millennial,Netherlands,Medium,Unemployed,Employed,3065.0,27,4,Own,2,3,9
1963,Baby Boomer,France,High,Healthcare,Employed,4561.0,23,16,Rent,9,8,2
1952,Baby Boomer,France,High,Retail,Inactive,818.0,19,14,With parents,1,2,8
1996,Millennial,Czechia,Low,Finance,Employed,2740.0,28,1,With parents,3,2,4
1952,Baby Boomer,Poland,Medium,IT,Employed,1190.0,23,33,With parents,8,8,2
1986,Millennial,Sweden,Medium,Education,Unemployed,3240.0,16,19,Rent,1,5,7
1970,Gen X,Sweden,High,Construction,Inactive,275.0,18,29,With parents,4,9,4
1992,Millennial,Czechia,Medium,Manufacturing,Unemployed,2271.0,29,15,Own,8,7,9
1995,Millennial,Sweden,High,Finance,Inactive,2599.0,19,3,Own,6,7,2
1970,Gen X,Netherlands,Medium,Retail,Employed,954.0,20,30,With parents,6,7,8
1967,Gen X,Poland,Low,Healthcare,Employed,2600.0,28,25,Rent,1,5,1
1987,Millennial,Czechia,Low,Finance,Employed,1782.0,26,11,With parents,7,8,10
1957,Baby Boomer,Germany,Medium,Unemployed,Unemployed,3751.0,24,1,With parents,1,8,4
1972,Gen X,Spain,Medium,Unemployed,Unemployed,919.0,17,7,With parents,3,3,3
1953,Baby Boomer,Spain,Medium,Healthcare,Inactive,3018.0,28,13,Own,1,10,9
1964,Baby Boomer,Czechia,Medium,Healthcare,Employed,2110.0,22,23,Own,8,8,4
2000,Gen Z,Czechia,Low,Manufacturing,Employed,3364.0,18,24,Rent,4,5,5
1963,Baby Boomer,Germany,Low,Unemployed,Employed,3385.0,27,6,Rent,5,3,10
1992,Millennial,Sweden,High,Healthcare,Employed,1974.0,25,31,Rent,1,9,3
1983,Millennial,Spain,Medium,Healthcare,Employed,2160.0,17,22,Own,1,4,2
1995,Millennial,Netherlands,Medium,Unemployed,Unemployed,3018.0,24,25,Own,10,6,8
1956,Baby Boomer,Czechia,High,Retail,Employed,2670.0,18,6,Own,1,10,9
1959,Baby Boomer,Poland,High,Manufacturing,Employed,2094.0,23,3,Own,3,3,8
1975,Gen X,Spain,Low,Unemployed,Employed,1450.0,16,24,Rent,6,3,3
1999,Gen Z,Netherlands,Medium,Unemployed,Unemployed,2529.0,20,17,Own,5,5,1
1958,Baby Boomer,Poland,High,Education,Employed,1200.0,20,6,Rent,10,3,2
1955,Baby Boomer,Czechia,High,Unemployed,Unemployed,2783.0,21,21,Own,7,1,7
1970,Gen X,Netherlands,High,Education,Employed,3200.0,22,3,With parents,1,2,9
1986,Millennial,Germany,Low,Healthcare,Employed,1456.0,18,28,Rent,8,6,2
1971,Gen X,Czechia,Low,Finance,Employed,1824.0,27,23,Rent,5,2,6
1955,Baby Boomer,France,Medium,Unemployed,Unemployed,1632.0,29,11,Own,6,10,9
1982,Millennial,Germany,High,IT,Employed,3148.0,29,8,Rent,2,8,10
1978,Gen X,Spain,Medium,Manufacturing,Inactive,2249.0,28,14,With parents,9,6,4
1987,Millennial,Poland,Low,Construction,Employed,1871.0,20,12,Rent,3,6,5
1963,Baby Boomer,Netherlands,High,IT,Employed,2783.0,27,29,Rent,5,6,8
1950,Baby Boomer,Spain,Medium,Manufacturing,Employed,1767.0,23,34,With parents,10,5,5
1990,Millennial,Spain,Low,Manufacturing,Employed,2017.0,21,34,Own,8,2,5
1996,Millennial,Czechia,Low,Retail,Employed,1197.0,17,25,Own,1,6,4
1982,Millennial,France,Medium,Unemployed,Employed,2955.0,22,18,With parents,4,8,7
1993,Millennial,Sweden,Medium,Healthcare,Unemployed,1217.0,18,20,Rent,5,10,3
1986,Millennial,Spain,Medium,Retail,Employed,3490.0,25,20,Own,6,7,5
1972,Gen X,France,Low,Unemployed,Employed,2415.0,24,12,Own,3,3,8
1945,Baby Boomer,Poland,Low,Finance,Employed,2059.0,19,20,Own,4,6,9
1979,Gen X,Poland,Medium,Construction,Employed,2188.0,26,23,With parents,3,8,7
1984,Millennial,Netherlands,Medium,IT,Employed,3739.0,19,25,With parents,4,7,7
1952,Baby Boomer,Sweden,Low,IT,Inactive,988.0,19,30,Rent,7,1,7
2003,Gen Z,France,Medium,Education,Employed,1055.0,25,29,With parents,9,7,1
1996,Millennial,Germany,Low,Finance,Unemployed,3063.0,25,23,With parents,9,4,9
1998,Gen Z,Poland,Low,Construction,Employed,1371.0,23,31,With parents,5,10,3
1991,Millennial,Czechia,Low,Finance,Employed,1535.0,16,29,Own,6,3,10
2000,Gen Z,Sweden,Low,Unemployed,Employed,1801.0,18,25,With parents,9,8,4
1951,Baby Boomer,Netherlands,Medium,Retail,Employed,3213.0,23,17,With parents,4,2,5
1955,Baby Boomer,Germany,Medium,Unemployed,Employed,2929.0,27,11,Own,7,7,10
1983,Millennial,Poland,High,Retail,Employed,2073.0,22,20,With parents,3,6,5
1948,Baby Boomer,Poland,Low,Finance,Inactive,2560.0,21,22,With parents,9,8,10
1969,Gen X,Netherlands,Low,Retail,Inactive,2539.0,22,27,Own,9,4,8
1956,Baby Boomer,Netherlands,Medium,Education,Employed,1298.0,16,16,Rent,10,2,3
1970,Gen X,Italy,High,Unemployed,Unemployed,1359.0,23,14,With parents,5,9,4
1982,Millennial,Czechia,Medium,Construction,Employed,367.0,19,22,Rent,4,3,6
1990,Millennial,Spain,Medium,Construction,Employed,3542.0,16,33,Rent,10,3,7
1956,Baby Boomer,Spain,Medium,Retail,Inactive,1597.0,19,27,Rent,10,5,4
1987,Millennial,Germany,Low,Retail,Employed,2212.0,17,3,Own,9,9,2
1995,Millennial,Spain,High,Construction,Unemployed,2685.0,20,11,Rent,5,1,1
1997,Gen Z,Germany,Medium,Finance,Employed,1326.0,16,1,Own,1,4,9
1981,Millennial,Sweden,High,Construction,Employed,1437.0,16,24,With parents,2,10,9
1990,Millennial,Poland,Medium,Finance,Employed,1371.0,20,23,Rent,10,4,6
1997,Gen Z,Italy,Medium,Retail,Inactive,0.0,17,30,Rent,7,2,7
1968,Gen X,Italy,Low,Retail,Employed,2141.0,24,3,Rent,3,8,7
1960,Baby Boomer,Czechia,Medium,Unemployed,Employed,4303.0,25,33,With parents,1,1,1
2001,Gen Z,Czechia,Low,Unemployed,Employed,1724.0,22,5,With parents,9,10,6
1957,Baby Boomer,Poland,Medium,Finance,Employed,1748.0,29,30,Own,4,6,7
1969,Gen X,Netherlands,Medium,IT,Employed,1867.0,19,23,Own,3,7,8
1998,Gen Z,Czechia,High,Healthcare,Unemployed,2480.0,29,24,Own,5,3,9
1998,Gen Z,Czechia,Medium,IT,Inactive,2993.0,22,4,Own,1,10,6
2001,Gen Z,France,Medium,Retail,Unemployed,1449.0,23,9,Own,1,5,2
1996,Millennial,France,Low,Manufacturing,Inactive,2616.0,23,17,Own,1,10,1
1998,Gen Z,Spain,Medium,Manufacturing,Unemployed,2123.0,23,28,With parents,7,2,7
1948,Baby Boomer,Netherlands,Low,Education,Inactive,2469.0,27,10,Rent,7,6,5
1955,Baby Boomer,Germany,High,IT,Employed,2606.0,20,29,Rent,9,3,8
1976,Gen X,Sweden,High,Finance,Employed,1323.0,22,4,Rent,5,1,1
1993,Millennial,Italy,Medium,Unemployed,Inactive,1727.0,26,5,With parents,2,3,7
1951,Baby Boomer,Spain,Low,Education,Employed,2616.0,22,13,With parents,9,9,1
1990,Millennial,Czechia,Medium,Education,Inactive,2074.0,17,15,Own,4,7,9
2002,Gen Z,Poland,High,Manufacturing,Employed,2913.0,18,13,Own,5,4,2
1955,Baby Boomer,Netherlands,Medium,IT,Inactive,2000.0,26,32,Rent,1,7,10
1972,Gen X,Czechia,Low,Healthcare,Employed,3109.0,17,4,Rent,2,6,9
1998,Gen Z,Italy,High,Construction,Employed,434.0,18,13,With parents,8,10,10
1985,Millennial,Germany,High,Finance,Employed,2491.0,24,8,With parents,2,2,6
1967,Gen X,Germany,Low,IT,Employed,1039.0,22,26,Rent,8,2,4
1989,Millennial,France,High,Unemployed,Inactive,3209.0,19,2,With parents,1,10,4
1967,Gen X,Spain,Medium,Education,Employed,2066.0,29,9,Rent,9,3,4
1994,Millennial,Czechia,Medium,Retail,Inactive,1894.0,23,10,Rent,9,6,9
1972,Gen X,Poland,Medium,Education,Employed,1456.0,28,33,Rent,9,4,10
1987,Millennial,Italy,High,IT,Inactive,2797.0,22,0,Rent,6,8,5
1991,Millennial,Czechia,Medium,Manufacturing,Employed,2711.0,25,9,Rent,2,7,2
2001,Gen Z,Sweden,Low,Construction,Employed,1947.0,28,5,Rent,1,6,4
1970,Gen X,Germany,High,IT,Employed,2799.0,21,7,Rent,6,8,5
1969,Gen X,Czechia,Low,Healthcare,Inactive,2399.0,19,30,Own,4,5,3
1998,Gen Z,Italy,High,Finance,Employed,2277.0,20,5,With parents,8,9,1
1973,Gen X,Poland,Medium,Finance,Employed,2905.0,25,30,With parents,8,1,9
1963,Baby Boomer,Italy,Low,Retail,Employed,3830.0,23,33,Rent,2,4,2
1977,Gen X,Spain,Low,Retail,Employed,2454.0,28,28,With parents,2,2,1
1980,Gen X,France,High,Education,Inactive,2455.0,18,2,Own,4,6,8
1958,Baby Boomer,Italy,Medium,IT,Employed,3027.0,26,21,With parents,9,9,2
1958,Baby Boomer,Netherlands,Medium,Finance,Employed,1343.0,27,11,Own,6,8,7
1979,Gen X,Czechia,Medium,Manufacturing,Inactive,2035.0,18,18,Own,7,9,1
1974,Gen X,France,High,Healthcare,Employed,1853.0,20,6,Rent,3,6,8
1972,Gen X,Poland,Medium,Education,Unemployed,2470.0,24,22,With parents,7,9,1
1961,Baby Boomer,France,Medium,IT,Employed,2395.0,20,12,With parents,3,6,5
1947,Baby Boomer,Italy,Medium,Manufacturing,Inactive,3783.0,16,3,Own,2,5,10
1960,Baby Boomer,Italy,High,IT,Employed,3549.0,20,20,Rent,2,3,7
1990,Millennial,Netherlands,Medium,Manufacturing,Unemployed,837.0,24,13,Rent,9,3,7
1974,Gen X,Germany,Low,Unemployed,Employed,2522.0,22,35,Own,7,9,1
1996,Millennial,Czechia,High,Construction,Employed,2837.0,24,6,With parents,5,9,7
1973,Gen X,Netherlands,High,IT,Employed,2276.0,25,12,Rent,3,3,1
1989,Millennial,Italy,Low,IT,Employed,1736.0,25,34,Own,8,3,3
1959,Baby Boomer,Sweden,High,Unemployed,Employed,3441.0,29,32,Rent,2,5,2
1990,Millennial,France,Medium,Construction,Employed,2497.0,20,10,Own,3,1,2
2000,Gen Z,Netherlands,Low,Finance,Inactive,1261.0,18,24,Rent,5,1,2
1969,Gen X,Netherlands,Low,Education,Employed,3078.0,17,23,Rent,1,2,8
1995,Millennial,Czechia,Medium,IT,Employed,2621.0,24,21,Rent,6,10,3
1982,Millennial,Sweden,High,IT,Employed,1621.0,20,21,Rent,2,6,4
1986,Millennial,Sweden,Low,Education,Employed,1513.0,26,14,Own,7,2,4
2003,Gen Z,Sweden,Medium,Education,Employed,1483.0,28,17,Rent,7,2,6
1991,Millennial,Czechia,Medium,Retail,Inactive,3265.0,16,31,With parents,1,6,4
1997,Gen Z,Germany,Medium,Retail,Inactive,2731.0,17,35,With parents,4,9,1
1998,Gen Z,Italy,Low,Finance,Employed,3061.0,17,9,With parents,1,4,1
1996,Millennial,Italy,Low,Education,Employed,2384.0,27,8,Rent,10,3,1
2002,Gen Z,Poland,Medium,Construction,Employed,1587.0,19,24,With parents,7,2,2
1982,Millennial,Czechia,High,Healthcare,Employed,1485.0,29,3,Rent,5,2,7
1967,Gen X,Germany,Medium,Finance,Employed,3166.0,21,35,Rent,8,2,3
1969,Gen X,Poland,Medium,Manufacturing,Unemployed,2602.0,23,6,Own,1,7,7
1986,Millennial,Poland,Medium,Unemployed,Employed,1961.0,29,25,With parents,10,6,7
1951,Baby Boomer,Poland,Medium,Education,Inactive,2219.0,28,19,Own,4,7,1
1966,Gen X,Czechia,High,Retail,Employed,3098.0,28,20,Rent,9,3,3
1961,Baby Boomer,Spain,High,Unemployed,Employed,2707.0,18,4,Rent,10,2,4
1962,Baby Boomer,Poland,Low,IT,Inactive,2117.0,29,29,Own,1,5,1
1993,Millennial,Netherlands,Medium,Education,Employed,2158.0,25,35,Rent,3,10,8
1985,Millennial,France,Medium,Education,Employed,1669.0,29,22,Own,2,7,5
1954,Baby Boomer,Netherlands,Medium,Retail,Employed,2221.0,25,22,With parents,9,2,8
1954,Baby Boomer,Netherlands,Medium,Retail,Employed,1941.0,21,5,Rent,10,6,6
2001,Gen Z,Italy,High,Healthcare,Employed,2155.0,19,22,Rent,5,9,6
1951,Baby Boomer,Spain,High,Finance,Employed,1713.0,23,14,Own,6,8,9
1992,Millennial,Czechia,Medium,Retail,Employed,994.0,24,0,Rent,8,5,4
1994,Millennial,Poland,High,Retail,Unemployed,3058.0,24,35,With parents,9,5,9
1982,Millennial,Italy,High,Retail,Employed,2716.0,29,27,With parents,8,4,6
1971,Gen X,Germany,High,Unemployed,Employed,1961.0,27,9,With parents,8,5,9
1996,Millennial,Germany,High,Finance,Employed,1910.0,28,32,Rent,1,5,2
1977,Gen X,Czechia,Medium,IT,Employed,950.0,21,23,Own,10,10,2
1945,Baby Boomer,Italy,Medium,Education,Employed,3159.0,29,5,With parents,1,7,1
1988,Millennial,France,High,Education,Employed,3329.0,17,13,With parents,8,2,9
1997,Gen Z,Czechia,High,Retail,Employed,2121.0,17,31,Rent,1,5,6
2004,Gen Z,Italy,High,Construction,Employed,2494.0,29,18,Own,5,2,4
1978,Gen X,Italy,Low,Construction,Unemployed,1310.0,25,5,Own,4,5,9
1948,Baby Boomer,Spain,Medium,Finance,Inactive,2277.0,24,19,With parents,5,8,5
1961,Baby Boomer,Czechia,Low,Healthcare,Employed,1581.0,20,24,Own,8,5,6
1948,Baby Boomer,Germany,Medium,Retail,Employed,1584.0,22,19,With parents,10,3,1
1987,Millennial,Germany,Low,Unemployed,Employed,1940.0,21,10,Rent,8,5,8
1998,Gen Z,Poland,Low,Finance,Employed,1818.0,24,31,With parents,4,10,7
1970,Gen X,Netherlands,Low,Finance,Employed,2085.0,20,28,Rent,8,1,10
1948,Baby Boomer,Czechia,Medium,Unemployed,Inactive,3151.0,23,29,With parents,10,10,3
1945,Baby Boomer,Italy,Medium,Healthcare,Employed,299.0,19,28,Rent,5,2,5
